# q=  0.16000000E-02  0.20000000E-03 -0.20000000E-03  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      74     -0.12057995E-02     -0.13497752E-02     -0.22930493E-03     -0.64384103E-03
      75     -0.12087239E-02     -0.13497752E-02     -0.23117050E-03     -0.64384103E-03
      76     -0.12114971E-02     -0.13497752E-02     -0.23326833E-03     -0.64384103E-03
      77     -0.12143008E-02     -0.13497752E-02     -0.23527436E-03     -0.64384103E-03
      78     -0.12171248E-02     -0.13497752E-02     -0.23724522E-03     -0.64384103E-03
      79     -0.12196647E-02     -0.13497752E-02     -0.23934808E-03     -0.64384103E-03
      80     -0.12219026E-02     -0.13497752E-02     -0.24120720E-03     -0.64384103E-03
      81     -0.12241964E-02     -0.13497752E-02     -0.24319087E-03     -0.64384103E-03
      82     -0.12263842E-02     -0.13497752E-02     -0.24505528E-03     -0.64384103E-03
      83     -0.12285492E-02     -0.13497752E-02     -0.24687979E-03     -0.64384103E-03
      84     -0.12308178E-02     -0.13497752E-02     -0.24876266E-03     -0.64384103E-03
      85     -0.12328024E-02     -0.13497752E-02     -0.25069079E-03     -0.64384103E-03
      86     -0.12347955E-02     -0.13497752E-02     -0.25238818E-03     -0.64384103E-03
      87     -0.12369396E-02     -0.13497752E-02     -0.25415914E-03     -0.64384103E-03
      88     -0.12388234E-02     -0.13497752E-02     -0.25601139E-03     -0.64384103E-03
      89     -0.12406004E-02     -0.13497752E-02     -0.25775284E-03     -0.64384103E-03
      90     -0.12421933E-02     -0.13497752E-02     -0.25955350E-03     -0.64384103E-03
      91     -0.12440977E-02     -0.13497752E-02     -0.26115832E-03     -0.64384103E-03
      92     -0.12457106E-02     -0.13497752E-02     -0.26274466E-03     -0.64384103E-03
      93     -0.12474903E-02     -0.13497752E-02     -0.26444688E-03     -0.64384103E-03
      94     -0.12490833E-02     -0.13497752E-02     -0.26592137E-03     -0.64384103E-03
      95     -0.12508085E-02     -0.13497752E-02     -0.26753201E-03     -0.64384103E-03
      96     -0.12523588E-02     -0.13497752E-02     -0.26918800E-03     -0.64384103E-03
      97     -0.12539484E-02     -0.13497752E-02     -0.27074820E-03     -0.64384103E-03
      98     -0.12552558E-02     -0.13497752E-02     -0.27245270E-03     -0.64384103E-03
      99     -0.12565770E-02     -0.13497752E-02     -0.27408194E-03     -0.64384103E-03
     100     -0.12579727E-02     -0.13497752E-02     -0.27580582E-03     -0.64384103E-03
     101     -0.12590925E-02     -0.13497752E-02     -0.27734698E-03     -0.64384103E-03
     102     -0.12602511E-02     -0.13497752E-02     -0.27913360E-03     -0.64384103E-03
     103     -0.12613095E-02     -0.13497752E-02     -0.28060117E-03     -0.64384103E-03
     104     -0.12623924E-02     -0.13497752E-02     -0.28223433E-03     -0.64384103E-03
     105     -0.12635062E-02     -0.13497752E-02     -0.28366003E-03     -0.64384103E-03
     106     -0.12644369E-02     -0.13497752E-02     -0.28523368E-03     -0.64384103E-03
     107     -0.12653636E-02     -0.13497752E-02     -0.28684877E-03     -0.64384103E-03
     108     -0.12662766E-02     -0.13497752E-02     -0.28856233E-03     -0.64384103E-03
     109     -0.12673044E-02     -0.13497752E-02     -0.29006879E-03     -0.64384103E-03
     110     -0.12685171E-02     -0.13497752E-02     -0.29148586E-03     -0.64384103E-03
     111     -0.12694962E-02     -0.13497752E-02     -0.29314258E-03     -0.64384103E-03
     112     -0.12704841E-02     -0.13497752E-02     -0.29468184E-03     -0.64384103E-03
     113     -0.12714232E-02     -0.13497752E-02     -0.29630714E-03     -0.64384103E-03
     114     -0.12724912E-02     -0.13497752E-02     -0.29783501E-03     -0.64384103E-03
     115     -0.12734947E-02     -0.13497752E-02     -0.29923591E-03     -0.64384103E-03
     116     -0.12742751E-02     -0.13497752E-02     -0.30091035E-03     -0.64384103E-03
     117     -0.12751366E-02     -0.13497752E-02     -0.30263188E-03     -0.64384103E-03
     118     -0.12760152E-02     -0.13497752E-02     -0.30439217E-03     -0.64384103E-03
     119     -0.12768825E-02     -0.13497752E-02     -0.30601524E-03     -0.64384103E-03
     120     -0.12776644E-02     -0.13497752E-02     -0.30748119E-03     -0.64384103E-03
     121     -0.12784727E-02     -0.13497752E-02     -0.30905306E-03     -0.64384103E-03
     122     -0.12792675E-02     -0.13497752E-02     -0.31054305E-03     -0.64384103E-03
     123     -0.12799575E-02     -0.13497752E-02     -0.31225909E-03     -0.64384103E-03
     124     -0.12807766E-02     -0.13497752E-02     -0.31388445E-03     -0.64384103E-03
     125     -0.12814757E-02     -0.13497752E-02     -0.31553776E-03     -0.64384103E-03
     126     -0.12821099E-02     -0.13497752E-02     -0.31703076E-03     -0.64384103E-03
     127     -0.12828180E-02     -0.13497752E-02     -0.31859806E-03     -0.64384103E-03
     128     -0.12835665E-02     -0.13497752E-02     -0.32012828E-03     -0.64384103E-03
     129     -0.12842982E-02     -0.13497752E-02     -0.32177717E-03     -0.64384103E-03
     130     -0.12850064E-02     -0.13497752E-02     -0.32323026E-03     -0.64384103E-03
     131     -0.12856421E-02     -0.13497752E-02     -0.32469184E-03     -0.64384103E-03
     132     -0.12863130E-02     -0.13497752E-02     -0.32620498E-03     -0.64384103E-03
     133     -0.12869477E-02     -0.13497752E-02     -0.32756047E-03     -0.64384103E-03
     134     -0.12875452E-02     -0.13497752E-02     -0.32895023E-03     -0.64384103E-03
     135     -0.12881978E-02     -0.13497752E-02     -0.33024931E-03     -0.64384103E-03
     136     -0.12888153E-02     -0.13497752E-02     -0.33169413E-03     -0.64384103E-03
     137     -0.12893563E-02     -0.13497752E-02     -0.33313642E-03     -0.64384103E-03
     138     -0.12899633E-02     -0.13497752E-02     -0.33471972E-03     -0.64384103E-03
     139     -0.12904998E-02     -0.13497752E-02     -0.33618909E-03     -0.64384103E-03
     140     -0.12911198E-02     -0.13497752E-02     -0.33757348E-03     -0.64384103E-03
     141     -0.12916956E-02     -0.13497752E-02     -0.33888864E-03     -0.64384103E-03
     142     -0.12921854E-02     -0.13497752E-02     -0.34041345E-03     -0.64384103E-03
     143     -0.12926789E-02     -0.13497752E-02     -0.34182999E-03     -0.64384103E-03
     144     -0.12931289E-02     -0.13497752E-02     -0.34323401E-03     -0.64384103E-03
     145     -0.12935309E-02     -0.13497752E-02     -0.34471290E-03     -0.64384103E-03
     146     -0.12939963E-02     -0.13497752E-02     -0.34607918E-03     -0.64384103E-03
     147     -0.12944202E-02     -0.13497752E-02     -0.34745664E-03     -0.64384103E-03
     148     -0.12949069E-02     -0.13497752E-02     -0.34882911E-03     -0.64384103E-03
     149     -0.12953144E-02     -0.13497752E-02     -0.35027830E-03     -0.64384103E-03
     150     -0.12957824E-02     -0.13497752E-02     -0.35169976E-03     -0.64384103E-03
     151     -0.12961742E-02     -0.13497752E-02     -0.35298533E-03     -0.64384103E-03
     152     -0.12965852E-02     -0.13497752E-02     -0.35436785E-03     -0.64384103E-03
     153     -0.12970093E-02     -0.13497752E-02     -0.35572902E-03     -0.64384103E-03
     154     -0.12974100E-02     -0.13497752E-02     -0.35717948E-03     -0.64384103E-03
     155     -0.12977496E-02     -0.13497752E-02     -0.35870349E-03     -0.64384103E-03
     156     -0.12981135E-02     -0.13497752E-02     -0.36011208E-03     -0.64384103E-03
     157     -0.12984643E-02     -0.13497752E-02     -0.36137067E-03     -0.64384103E-03
     158     -0.12988925E-02     -0.13497752E-02     -0.36277195E-03     -0.64384103E-03
     159     -0.12992462E-02     -0.13497752E-02     -0.36412353E-03     -0.64384103E-03
     160     -0.12996345E-02     -0.13497752E-02     -0.36542052E-03     -0.64384103E-03
     161     -0.13000090E-02     -0.13497752E-02     -0.36687112E-03     -0.64384103E-03
     162     -0.13003433E-02     -0.13497752E-02     -0.36812081E-03     -0.64384103E-03
     163     -0.13007022E-02     -0.13497752E-02     -0.36939508E-03     -0.64384103E-03
     164     -0.13010746E-02     -0.13497752E-02     -0.37074631E-03     -0.64384103E-03
     165     -0.13014671E-02     -0.13497752E-02     -0.37220007E-03     -0.64384103E-03
     166     -0.13018322E-02     -0.13497752E-02     -0.37349409E-03     -0.64384103E-03
     167     -0.13021469E-02     -0.13497752E-02     -0.37480067E-03     -0.64384103E-03
     168     -0.13024402E-02     -0.13497752E-02     -0.37616250E-03     -0.64384103E-03
     169     -0.13027993E-02     -0.13497752E-02     -0.37749447E-03     -0.64384103E-03
     170     -0.13030660E-02     -0.13497752E-02     -0.37889990E-03     -0.64384103E-03
     171     -0.13033949E-02     -0.13497752E-02     -0.38023976E-03     -0.64384103E-03
     172     -0.13036521E-02     -0.13497752E-02     -0.38167717E-03     -0.64384103E-03
     173     -0.13039241E-02     -0.13497752E-02     -0.38315853E-03     -0.64384103E-03
     174     -0.13042256E-02     -0.13497752E-02     -0.38449481E-03     -0.64384103E-03
     175     -0.13044712E-02     -0.13497752E-02     -0.38593793E-03     -0.64384103E-03
     176     -0.13047331E-02     -0.13497752E-02     -0.38714748E-03     -0.64384103E-03
     177     -0.13050385E-02     -0.13497752E-02     -0.38838746E-03     -0.64384103E-03
     178     -0.13053089E-02     -0.13497752E-02     -0.38975557E-03     -0.64384103E-03
     179     -0.13056011E-02     -0.13497752E-02     -0.39102762E-03     -0.64384103E-03
     180     -0.13058844E-02     -0.13497752E-02     -0.39219435E-03     -0.64384103E-03
     181     -0.13061532E-02     -0.13497752E-02     -0.39331346E-03     -0.64384103E-03
     182     -0.13064123E-02     -0.13497752E-02     -0.39448729E-03     -0.64384103E-03
     183     -0.13066862E-02     -0.13497752E-02     -0.39560497E-03     -0.64384103E-03
     184     -0.13069211E-02     -0.13497752E-02     -0.39675196E-03     -0.64384103E-03
     185     -0.13071696E-02     -0.13497752E-02     -0.39796840E-03     -0.64384103E-03
     186     -0.13074058E-02     -0.13497752E-02     -0.39923725E-03     -0.64384103E-03
     187     -0.13076449E-02     -0.13497752E-02     -0.40049865E-03     -0.64384103E-03
     188     -0.13079094E-02     -0.13497752E-02     -0.40165616E-03     -0.64384103E-03
     189     -0.13081488E-02     -0.13497752E-02     -0.40282655E-03     -0.64384103E-03
     190     -0.13083728E-02     -0.13497752E-02     -0.40401284E-03     -0.64384103E-03
     191     -0.13086038E-02     -0.13497752E-02     -0.40502748E-03     -0.64384103E-03
     192     -0.13088292E-02     -0.13497752E-02     -0.40636215E-03     -0.64384103E-03
     193     -0.13090753E-02     -0.13497752E-02     -0.40749276E-03     -0.64384103E-03
     194     -0.13092954E-02     -0.13497752E-02     -0.40859405E-03     -0.64384103E-03
     195     -0.13095161E-02     -0.13497752E-02     -0.40970142E-03     -0.64384103E-03
     196     -0.13097352E-02     -0.13497752E-02     -0.41079762E-03     -0.64384103E-03
     197     -0.13099178E-02     -0.13497752E-02     -0.41191759E-03     -0.64384103E-03
     198     -0.13101093E-02     -0.13497752E-02     -0.41307326E-03     -0.64384103E-03
     199     -0.13103142E-02     -0.13497752E-02     -0.41426065E-03     -0.64384103E-03
     200     -0.13105504E-02     -0.13497752E-02     -0.41531409E-03     -0.64384103E-03
     201     -0.13107519E-02     -0.13497752E-02     -0.41646788E-03     -0.64384103E-03
     202     -0.13109620E-02     -0.13497752E-02     -0.41759304E-03     -0.64384103E-03
     203     -0.13111812E-02     -0.13497752E-02     -0.41855148E-03     -0.64384103E-03
     204     -0.13114010E-02     -0.13497752E-02     -0.41950087E-03     -0.64384103E-03
     205     -0.13115915E-02     -0.13497752E-02     -0.42047999E-03     -0.64384103E-03
     206     -0.13117719E-02     -0.13497752E-02     -0.42157196E-03     -0.64384103E-03
     207     -0.13119757E-02     -0.13497752E-02     -0.42260897E-03     -0.64384103E-03
     208     -0.13121660E-02     -0.13497752E-02     -0.42373083E-03     -0.64384103E-03
     209     -0.13123394E-02     -0.13497752E-02     -0.42473775E-03     -0.64384103E-03
     210     -0.13125240E-02     -0.13497752E-02     -0.42578788E-03     -0.64384103E-03
     211     -0.13127104E-02     -0.13497752E-02     -0.42680359E-03     -0.64384103E-03
     212     -0.13128772E-02     -0.13497752E-02     -0.42778227E-03     -0.64384103E-03
     213     -0.13130242E-02     -0.13497752E-02     -0.42888278E-03     -0.64384103E-03
     214     -0.13131779E-02     -0.13497752E-02     -0.43001054E-03     -0.64384103E-03
     215     -0.13133308E-02     -0.13497752E-02     -0.43102754E-03     -0.64384103E-03
     216     -0.13134712E-02     -0.13497752E-02     -0.43212159E-03     -0.64384103E-03
     217     -0.13136121E-02     -0.13497752E-02     -0.43315039E-03     -0.64384103E-03
     218     -0.13137573E-02     -0.13497752E-02     -0.43425884E-03     -0.64384103E-03

# q=  0.25000000E+00  0.25000000E+00  0.50000000E+00  (qpt 12)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.43933053E-03     -0.46512045E-02     -0.16726177E-05     -0.63296284E-03
       2     -0.82607855E-03     -0.46512045E-02     -0.34626553E-05     -0.63296284E-03
       3     -0.96710803E-03     -0.46512045E-02     -0.58331248E-05     -0.63296284E-03
       4     -0.11353522E-02     -0.46512045E-02     -0.80967175E-05     -0.63296284E-03
       5     -0.13789596E-02     -0.46512045E-02     -0.10336349E-04     -0.63296284E-03
       6     -0.16449298E-02     -0.46512045E-02     -0.12747731E-04     -0.63296284E-03
       7     -0.17339542E-02     -0.46512045E-02     -0.17764829E-04     -0.63296284E-03
       8     -0.18111129E-02     -0.46512045E-02     -0.21732999E-04     -0.63296284E-03
       9     -0.18922469E-02     -0.46512045E-02     -0.25141478E-04     -0.63296284E-03
      10     -0.19561822E-02     -0.46512045E-02     -0.28180194E-04     -0.63296284E-03
      11     -0.20396110E-02     -0.46512045E-02     -0.31478004E-04     -0.63296284E-03
      12     -0.21147504E-02     -0.46512045E-02     -0.34510405E-04     -0.63296284E-03
      13     -0.21833344E-02     -0.46512045E-02     -0.37286037E-04     -0.63296284E-03
      14     -0.22477550E-02     -0.46512045E-02     -0.39380910E-04     -0.63296284E-03
      15     -0.23186763E-02     -0.46512045E-02     -0.41706539E-04     -0.63296284E-03
      16     -0.23866197E-02     -0.46512045E-02     -0.44231060E-04     -0.63296284E-03
      17     -0.24463497E-02     -0.46512045E-02     -0.46950172E-04     -0.63296284E-03
      18     -0.25062958E-02     -0.46512045E-02     -0.49857889E-04     -0.63296284E-03
      19     -0.25660755E-02     -0.46512045E-02     -0.52640067E-04     -0.63296284E-03
      20     -0.26241751E-02     -0.46512045E-02     -0.55177042E-04     -0.63296284E-03
      21     -0.26782689E-02     -0.46512045E-02     -0.57862713E-04     -0.63296284E-03
      22     -0.27304145E-02     -0.46512045E-02     -0.60655278E-04     -0.63296284E-03
      23     -0.27831183E-02     -0.46512045E-02     -0.63644689E-04     -0.63296284E-03
      24     -0.28339259E-02     -0.46512045E-02     -0.66976304E-04     -0.63296284E-03
      25     -0.28847118E-02     -0.46512045E-02     -0.70166921E-04     -0.63296284E-03
      26     -0.29323395E-02     -0.46512045E-02     -0.73329982E-04     -0.63296284E-03
      27     -0.29766561E-02     -0.46512045E-02     -0.77200689E-04     -0.63296284E-03
      28     -0.30175846E-02     -0.46512045E-02     -0.80040479E-04     -0.63296284E-03
      29     -0.30586336E-02     -0.46512045E-02     -0.83858151E-04     -0.63296284E-03
      30     -0.30982087E-02     -0.46512045E-02     -0.87090887E-04     -0.63296284E-03
      31     -0.31367992E-02     -0.46512045E-02     -0.90181717E-04     -0.63296284E-03
      32     -0.31760187E-02     -0.46512045E-02     -0.93520510E-04     -0.63296284E-03
      33     -0.32132594E-02     -0.46512045E-02     -0.97353280E-04     -0.63296284E-03
      34     -0.32523232E-02     -0.46512045E-02     -0.10097597E-03     -0.63296284E-03
      35     -0.32872828E-02     -0.46512045E-02     -0.10433621E-03     -0.63296284E-03
      36     -0.33210775E-02     -0.46512045E-02     -0.10781952E-03     -0.63296284E-03
